Trait	Eigenvector1	Eigenvector2	Eigenvector3	Eigenvector4	Eigenvector5
SC2_28131425	0.01135	0.00767	-3.9379E-3	-1.2633E-3	3.3789E-4
SC2_28136043	-2.3507E-3	0.00794	-1.4255E-3	-6.7558E-3	-7.8905E-3
SC2_28136048	-2.3507E-3	0.00794	-1.4255E-3	-6.7558E-3	-7.8905E-3
SC2_28136076	-2.3507E-3	0.00794	-1.4255E-3	-6.7558E-3	-7.8905E-3
SC2_28136077	-2.3507E-3	0.00794	-1.4255E-3	-6.7558E-3	-7.8905E-3
SC2_28144423	3.2997E-4	-8.787E-4	6.0923E-4	-1.6473E-3	5.4727E-4
SC2_28155248	-6.3111E-3	-7.2888E-3	0.00232	4.7016E-4	-2.7541E-3
SC2_28172685	-1.2917E-3	0.00277	8.6221E-4	-1.112E-3	-1.0761E-2
SC2_28194729	0.00262	-1.5841E-3	8.5745E-4	-1.1468E-2	-2.9109E-3
SC2_28210236	1.7451E-4	-9.4351E-3	6.1366E-4	-6.972E-4	7.168E-4
SC2_28211038	0.01027	0.00796	-4.2556E-3	-1.5216E-3	0.00113
SC2_28211053	0.01027	0.00796	-4.2556E-3	-1.5216E-3	0.00113
SC2_28211069	0.01027	0.00796	-4.2556E-3	-1.5216E-3	0.00113
SC2_28211139	0.01055	0.00649	-2.2242E-3	-1.4579E-3	0.00142
SC2_28235926	0.01015	-1.3043E-4	-3.3571E-3	-2.017E-3	0.0019
SC2_28249407	0.0114	0.00123	-2.1047E-3	0.00155	0.00245
SC2_28249415	0.01155	0.00128	-2.14E-3	0.00161	0.00245
SC2_28258544	0.00162	-1.0847E-2	-4.5941E-4	2.4363E-4	4.0945E-4
SC2_28258669	0.00248	-1.0992E-2	0.00134	2.585E-4	-1.4051E-3
SC2_28258697	0.00131	-6.8341E-3	8.4897E-4	0.00183	9.3993E-4
SC2_28261433	0.00407	0.00306	-1.342E-4	0.00988	0.0017
SC2_28272017	0.00127	-1.0939E-2	-1.9032E-3	0.00174	8.5983E-4
SC2_28335712	0.00218	-9.4341E-3	0.00169	3.9214E-4	-1.6587E-3
SC2_28411668	0.00208	-1.0676E-2	0.00123	-8.7462E-4	-2.16E-3
SC2_28411700	0.0018	-9.3692E-3	0.00256	-1.1333E-3	-2.2085E-3
SC2_28413391	0.0024	-1.0301E-2	0.00189	7.0397E-4	-2.4587E-3
SC2_28413428	0.0024	-1.0301E-2	0.00189	7.0397E-4	-2.4587E-3
SC2_28413433	0.0024	-1.0301E-2	0.00189	7.0397E-4	-2.4587E-3
SC2_28430984	0.00597	-3.3887E-3	0.00192	0.00276	-8.1056E-3
SC2_28431019	0.00597	-3.3887E-3	0.00192	0.00276	-8.1056E-3
SC2_28436744	0.00328	-1.0848E-2	0.00123	-6.6425E-3	-3.096E-3
SC2_28463859	0.00191	-1.0781E-2	7.2296E-4	-1.5251E-4	-4.1992E-4
SC2_28463886	0.00191	-1.0781E-2	7.2296E-4	-1.5251E-4	-4.1992E-4
SC2_28474666	0.00197	-1.0542E-2	6.324E-6	3.8772E-4	0.00132
SC2_28474758	2.1901E-4	-8.9153E-3	8.283E-4	-1.3903E-4	5.739E-4
SC2_28474789	0.00182	-1.2859E-2	0.00128	-2.6999E-3	-9.0962E-4
SC2_28474792	0.00182	-1.2859E-2	0.00128	-2.6999E-3	-9.0962E-4
SC2_28474893	5.1981E-4	-7.7196E-3	4.6024E-4	-1.8145E-4	-5.3573E-4
SC2_28488324	0.00225	-1.1492E-2	0.00139	0.00109	-1.4882E-3
SC2_28508590	0.00239	-1.1185E-2	-7.6974E-4	1.6738E-4	0.00194
SC2_28508688	0.00199	-1.1885E-2	8.8467E-4	5.5752E-4	-4.5064E-4
SC2_28508695	0.00228	-1.1868E-2	0.00108	-3.6986E-4	-7.5368E-4
SC2_28508734	0.00228	-1.1868E-2	0.00108	-3.6986E-4	-7.5368E-4
SC2_28515498	4.9957E-4	-8.8111E-3	5.4132E-5	-1.1101E-3	-1.9273E-4
SC2_28515547	0.00226	-1.1603E-2	1.0573E-4	7.6747E-4	2.1449E-4
SC2_28515550	0.00226	-1.1603E-2	1.0573E-4	7.6747E-4	2.1449E-4
SC2_28515552	0.0016	-1.1944E-2	0.00149	-9.6101E-4	2.3421E-4
SC2_28515571	0.0016	-1.1944E-2	0.00149	-9.6101E-4	2.3421E-4
SC2_28517331	0.00186	-1.0238E-2	-1.2694E-3	-1.3796E-3	4.2062E-4
SC2_28517367	0.01011	-4.4191E-3	-1.9158E-3	-5.6752E-3	3.2506E-4
SC2_28517395	0.00288	-1.2671E-2	0.00162	2.8972E-4	-2.0168E-3
SC2_28517450	0.00126	-6.835E-3	7.0621E-5	3.1975E-4	8.0935E-4
SC2_28517463	0.00184	-1.1954E-2	1.785E-4	-1.0091E-3	2.0799E-4
SC2_28517512	0.00132	-1.1198E-2	1.9073E-4	-4.8651E-4	-5.1894E-5
SC2_28517533	0.00132	-1.1198E-2	1.9073E-4	-4.8651E-4	-5.1894E-5
SC2_28548446	-6.0138E-4	-1.8604E-4	-6.9058E-4	-1.6772E-3	8.9212E-4
SC2_28576071	9.1429E-4	-5.7004E-3	3.0885E-4	0.0022	6.3205E-4
SC2_28577338	6.5597E-4	-7.6624E-3	1.8807E-4	0.00153	4.4579E-4
SC2_28597833	0.00549	-1.2597E-2	0.00484	-2.8136E-4	0.00296
SC2_28598770	0.00395	-4.3923E-3	0.00138	-1.4468E-4	9.1441E-4
SC2_28599984	0.00803	-9.2166E-3	0.00813	-4.1483E-3	-4.8149E-4
SC2_28609363	0.00269	-1.143E-2	-1.348E-3	-2.6761E-3	0.00239
SC2_28633310	0.0028	-1.0565E-2	-1.3311E-3	-2.2108E-3	0.00277
SC2_28633965	0.00253	-8.1461E-3	-1.6262E-4	-1.7799E-4	0.00128
SC2_28664338	0.00102	-7.0572E-3	-1.0326E-3	-1.0017E-3	0.00173
SC2_28792047	0.00886	0.00461	0.00207	-3.0668E-3	-4.7491E-4
SC2_28806447	0.00204	-7.8602E-3	-4.3063E-4	0.00104	0.00223
SC2_28806482	0.00624	0.00527	-1.725E-3	-4.4634E-3	4.4569E-4
SC2_28806493	0.0012	-5.9591E-3	-4.4079E-3	8.9292E-4	0.00351
SC2_28806494	0.00949	-2.1208E-3	-4.4664E-3	-5.921E-3	0.00433
SC2_28806545	0.00238	-8.2161E-3	-1.1622E-6	4.8581E-4	0.00159
SC2_28806546	0.01174	-4.1518E-3	-3.0121E-3	-1.8206E-3	0.00373
SC2_28806570	0.01174	-4.1518E-3	-3.0121E-3	-1.8206E-3	0.00373
SC2_28806580	0.00238	-8.2161E-3	-1.1622E-6	4.8581E-4	0.00159
SC2_28809913	0.00733	0.00514	0.00231	-2.1545E-3	-2.9271E-3
SC2_28809921	0.00199	-9.1934E-3	-8.0592E-4	-5.0865E-4	9.8887E-4
SC2_28809956	0.0016	-8.4681E-3	1.2677E-4	-1.3443E-5	0.00238
SC2_28809991	0.00882	-3.4119E-3	3.6665E-4	-5.1661E-3	0.00163
SC2_28810019	0.00392	-7.7438E-3	9.8886E-5	-2.672E-3	0.00259
SC2_28810058	0.00737	-7.2377E-3	-3.5181E-3	-2.5756E-3	0.00615
SC2_28824377	0.00389	-6.9216E-3	4.4659E-4	8.4336E-4	0.00325
SC2_28824404	0.00389	-6.9216E-3	4.4659E-4	8.4336E-4	0.00325
SC2_28824422	0.00389	-7.378E-3	8.8204E-4	-2.5598E-4	0.00371
SC2_28824425	0.00389	-7.378E-3	8.8204E-4	-2.5598E-4	0.00371
SC2_28831023	0.00453	-6.8283E-3	-3.837E-3	-1.3664E-2	0.00278
SC2_28831025	0.00293	-6.5363E-3	2.4005E-4	-7.9342E-3	-5.4928E-4
SC2_28831102	0.0045	-5.7929E-3	0.00287	-6.056E-3	-7.5728E-5
SC2_28831126	0.00475	-9.4967E-3	-2.4155E-3	-8.4171E-3	0.00238
SC2_28852386	-1.622E-3	8.8405E-4	0.00233	0.00467	-2.2094E-3
SC2_28858783	0.00301	-5.8987E-3	-5.2332E-4	-2.9244E-3	0.00364
SC2_28858793	0.00395	-7.1902E-3	-4.1619E-3	-7.1243E-3	0.00507
SC2_28858907	0.0034	-5.6278E-3	0.00121	-4.3072E-4	0.00251
SC2_28858917	0.0034	-5.6278E-3	0.00121	-4.3072E-4	0.00251
SC2_28894541	0.00314	-1.8546E-3	-2.2377E-4	-4.1681E-3	-2.8339E-3
SC2_28925322	0.00103	-2.8458E-4	-3.3206E-3	3.8662E-4	0.00169
SC2_28982982	0.00225	-2.2641E-3	-3.6069E-3	-1.7328E-3	0.00152
SC2_28988256	0.0015	-2.7258E-3	-5.9615E-3	-2.4941E-3	0.00355
SC2_28994463	0.00658	0.00523	0.00216	-2.8913E-3	-4.6832E-3
SC2_28994466	0.00658	0.00523	0.00216	-2.8913E-3	-4.6832E-3
SC2_28996532	0.00461	-4.0155E-4	-4.8504E-3	-3.8792E-3	0.00542
SC2_29010882	-1.3203E-3	-4.2867E-3	-3.2032E-3	2.5977E-4	0.00118
SC2_29010884	0.00179	-1.4517E-3	-2.3665E-3	-2.1298E-3	0.00237
SC2_29010930	0.0012	-3.6037E-3	-2.8182E-3	4.3516E-4	3.3722E-4
SC2_29011096	8.8646E-4	9.1724E-4	0.0014	-3.1953E-3	0.00522
SC2_29011109	8.8646E-4	9.1724E-4	0.0014	-3.1953E-3	0.00522
SC2_29011125	-1.2884E-3	0.00107	0.00144	6.2226E-4	0.00159
SC2_29011133	8.8646E-4	9.1724E-4	0.0014	-3.1953E-3	0.00522
SC2_29011197	-3.2465E-3	0.00158	-3.5224E-3	0.00187	-2.0207E-3
SC2_29011299	0.00827	0.00511	-2.3191E-3	-5.6925E-3	0.00147
SC2_29011307	8.0117E-4	-9.9166E-4	-4.8958E-3	-3.9697E-4	0.00278
SC2_29025016	0.00292	0.00111	-4.2435E-3	-1.6899E-3	0.00329
SC2_29025019	0.00292	0.00111	-4.2435E-3	-1.6899E-3	0.00329
SC2_29025073	0.00727	0.00516	0.00209	-3.4335E-3	-3.5041E-3
SC2_29025118	0.00221	9.0376E-4	-4.542E-3	-1.9893E-3	0.00318
SC2_29088529	-1.6138E-3	2.3608E-4	-2.0303E-3	-4.8218E-4	0.00173
SC2_29088543	-7.1551E-4	-8.26E-3	1.7322E-4	-2.1477E-4	0.00189
SC2_29091917	0.00255	-9.7636E-4	-6.1374E-3	0.00125	0.00367
SC2_29138945	0.00337	-1.9958E-3	-4.4246E-3	-2.84E-3	0.00294
SC2_29138970	0.00337	-1.9958E-3	-4.4246E-3	-2.84E-3	0.00294
SC2_29139423	0.00144	-3.4912E-4	-4.1232E-3	0.00105	0.00141
SC2_29153012	0.00364	-3.8802E-4	-2.357E-3	-1.1416E-3	0.00232
SC2_29168930	-1.0895E-4	-2.8314E-4	4.8658E-4	0.00247	5.6582E-4
SC2_29168937	-1.0895E-4	-2.8314E-4	4.8658E-4	0.00247	5.6582E-4
SC2_29168987	-5.5297E-3	0.00807	0.00602	0.0054	0.00219
SC2_29186869	0.00392	6.2404E-4	-1.0053E-3	-2.6927E-3	0.00118
SC2_29187199	0.00518	8.7138E-4	-4.0726E-3	-9.5121E-4	0.00559
SC2_29187337	0.00397	0.00203	5.6619E-4	-1.8606E-3	0.00345
SC2_29230894	8.4741E-4	8.1386E-4	-1.9407E-3	-3.025E-3	-9.2625E-4
SC2_29230905	-3.0896E-5	0.00271	-2.0336E-3	-1.7057E-3	-3.3024E-3
SC2_29230938	-3.0896E-5	0.00271	-2.0336E-3	-1.7057E-3	-3.3024E-3
SC2_29252382	0.00131	-7.1378E-3	0.00224	0.00118	-3.1395E-3
SC2_29252420	0.00118	-2.1067E-3	-4.6149E-3	-2.1454E-3	0.00283
SC2_29270578	-7.0586E-3	0.0053	0.0035	0.00262	0.0028
SC2_29270717	-8.2478E-4	0.00174	-5.5559E-4	-4.7249E-3	-8.8132E-3
SC2_29270832	0.00411	-2.7285E-3	-4.1038E-3	0.00116	0.00246
SC2_29270858	0.00365	-2.0239E-3	-4.2799E-3	0.0017	0.00243
SC2_29276878	6.6892E-4	0.00114	-1.152E-3	-1.535E-3	1.0244E-4
SC2_29276894	6.6892E-4	0.00114	-1.152E-3	-1.535E-3	1.0244E-4
SC2_29291726	0.00153	-3.7296E-4	-6.2261E-4	-1.2136E-3	0.00136
SC2_29345930	-2.0646E-3	-2.2414E-3	-8.9018E-3	-1.885E-3	0.00196
SC2_29362696	-3.2501E-3	-3.4275E-3	-8.4976E-3	-2.0647E-3	3.1494E-4
SC2_29362830	0.00595	-3.2164E-3	0.00474	-1.8831E-4	-6.3841E-3
SC2_29365897	0.00328	0.00265	-3.1511E-4	-2.2898E-3	8.4643E-4
SC2_29367042	-2.9674E-4	-2.7471E-3	-8.084E-3	-6.6812E-5	0.0011
SC2_29367050	-4.5615E-3	0.00446	0.01125	0.00869	0.00285
SC2_29367133	0.00551	-3.9923E-3	0.00444	5.2657E-4	-5.6209E-3
SC2_29367224	0.00285	0.00381	4.5597E-4	-3.8144E-3	-2.4518E-3
SC2_29372265	0.00541	-4.7139E-3	-4.6442E-4	-6.8253E-3	-4.0199E-3
SC2_29372271	0.00301	-6.8902E-3	-2.1915E-3	-2.8662E-3	-7.2171E-3
SC2_29393274	-4.1102E-3	0.0054	0.01148	0.00846	0.00243
SC2_29405191	-2.4786E-4	0.00156	-1.9753E-3	-2.2594E-3	-3.4207E-4
SC2_29405667	-4.6894E-3	0.00552	0.0078	0.00539	-7.5091E-4
SC2_29411242	0.00377	-4.2177E-3	0.00375	-1.7228E-3	-5.5863E-3
SC2_29415098	0.00466	-5.5697E-3	-1.9107E-3	-5.0857E-3	-3.9564E-5
SC2_29415794	0.00277	0.00152	-1.2097E-3	-7.5811E-3	0.00477
SC2_29415810	0.00299	-3.3446E-3	-5.1615E-3	-3.5576E-4	-2.4295E-3
SC2_29415814	0.00277	0.00152	-1.2097E-3	-7.5811E-3	0.00477
SC2_29415830	0.00277	0.00152	-1.2097E-3	-7.5811E-3	0.00477
SC2_29418206	0.0047	-3.9038E-3	-5.5377E-3	-3.699E-3	-4.4528E-3
SC2_29426662	-3.1391E-5	-2.4102E-3	-9.6428E-3	-8.2884E-4	0.00191
SC2_29426773	-4.4338E-3	0.00457	0.01077	0.00821	-3.23E-4
SC2_29434118	-8.5696E-4	9.9818E-4	-1.9678E-3	0.00197	0.00174
SC2_29437576	-6.2551E-3	0.00658	0.01227	0.00846	-1.2517E-3
SC2_29442132	-5.0747E-3	0.00725	0.01315	0.00884	0.00115
SC2_29442215	0.0022	-1.9603E-3	-2.9532E-3	-2.0203E-3	-5.4618E-3
SC2_29442889	-2.6717E-3	-1.3095E-3	-7.3363E-3	-2.9578E-4	-8.4124E-4
SC2_29443772	0.00583	-1.3343E-3	0.00479	-2.0125E-3	-6.6583E-3
SC2_29443773	0.00583	-1.3343E-3	0.00479	-2.0125E-3	-6.6583E-3
SC2_29445269	7.6192E-5	-1.6753E-3	-1.0863E-2	-1.2159E-3	0.00262
SC2_29454551	0.00375	-5.6368E-3	0.00301	0.00408	-3.4652E-3
SC2_29454555	-3.8939E-3	0.00535	0.01163	0.00478	0.00187
SC2_29454579	1.4065E-4	-5.0755E-4	-9.8374E-3	-1.0196E-3	0.00442
SC2_29454587	0.00454	-4.9386E-3	-3.1048E-3	-4.0122E-3	-5.2681E-3
SC2_29454783	0.00188	-4.0341E-3	-2.8535E-3	0.00116	-3.5241E-3
SC2_29476518	-5.9175E-3	0.00556	0.01215	0.00873	2.6376E-4
SC2_29476519	-5.9175E-3	0.00556	0.01215	0.00873	2.6376E-4
SC2_29476520	-5.9175E-3	0.00556	0.01215	0.00873	2.6376E-4
SC2_29554224	0.00829	-3.7506E-3	-2.8154E-3	-7.1831E-3	-1.018E-3
SC2_29554247	0.00829	-3.7506E-3	-2.8154E-3	-7.1831E-3	-1.018E-3
SC2_29556231	0.00482	-8.3048E-3	-2.2058E-3	4.7987E-4	0.00149
SC2_29556360	0.00563	0.00507	4.3503E-4	-4.8599E-3	2.0639E-4
SC2_29556402	0.00563	0.00507	4.3503E-4	-4.8599E-3	2.0639E-4
SC2_29568852	0.00509	-7.6806E-3	-2.6858E-3	-1.9992E-3	-2.2181E-3
SC2_29582860	0.00432	0.00313	-1.6582E-3	-4.1816E-3	0.00212
SC2_29582963	0.00338	0.00167	-1.0251E-3	3.6963E-4	-6.519E-4
SC2_29582977	0.00338	0.00167	-1.0251E-3	3.6963E-4	-6.519E-4
SC2_29606025	5.3208E-4	0.00465	0.00184	-6.9738E-3	0.00139
SC2_29639453	0.00712	0.00188	8.0492E-4	-4.5788E-3	-1.3385E-3
SC2_29676566	-1.0815E-3	-1.4269E-3	-2.8475E-3	-1.9766E-4	-2.024E-3
SC2_29676595	0.00584	0.00347	0.00172	-1.6979E-3	-3.8482E-3
SC2_29679960	0.0059	0.00116	-1.0307E-3	-5.2749E-3	-1.3515E-3
SC2_29680007	0.00635	0.00117	-9.9201E-4	-5.163E-3	-1.4293E-3
SC2_29687446	0.00565	0.00292	-5.7268E-4	-4.4019E-3	-1.8997E-3
SC2_29687454	0.00877	0.00588	0.00158	-1.0424E-2	2.3447E-4
SC2_29737643	0.0047	0.00244	5.4608E-5	-7.4437E-3	-2.2263E-3
SC2_29737676	0.00835	0.00356	0.00146	-1.4084E-3	7.7172E-5
SC2_29753716	0.00249	-1.2346E-2	0.00114	-9.2388E-4	-2.5961E-3
SC2_29761253	0.00748	0.00106	4.0035E-4	-6.1989E-3	-1.443E-3
SC2_29761283	0.00748	0.00106	4.0035E-4	-6.1989E-3	-1.443E-3
SC2_29761300	0.00748	0.00106	4.0035E-4	-6.1989E-3	-1.443E-3
SC2_29761327	0.00687	0.00269	-5.7675E-4	-7.2252E-3	3.0611E-4
SC2_29761345	0.00809	0.00244	5.3804E-4	-6.2306E-3	-1.3247E-3
SC2_29761375	0.00804	0.00191	-2.1437E-5	-7.2512E-3	-8.4321E-4
SC2_29761396	0.00785	0.00199	3.6212E-4	-6.1607E-3	-1.4714E-3
SC2_29775207	0.00546	1.7624E-4	-1.7311E-3	-8.397E-3	0.00594
SC2_29819450	0.00511	0.00162	0.00205	-6.0534E-3	-4.483E-3
SC2_29819610	0.00573	6.2509E-4	-7.9347E-5	-7.5722E-3	-1.47E-3
SC2_29819618	0.00821	0.00188	-6.3264E-5	-1.0905E-2	0.0017
SC2_29820801	0.00711	0.00232	0.00134	-6.0072E-3	-1.76E-3
SC2_29820806	0.00711	0.00232	0.00134	-6.0072E-3	-1.76E-3
SC2_29820854	0.00732	0.00234	0.0015	-6.6816E-3	-1.9726E-3
SC2_29821136	0.00888	0.00416	8.0898E-4	-8.4829E-3	0.0019
SC2_29841272	0.0016	-1.8566E-3	0.00249	0.00326	8.987E-4
SC2_29841286	0.00217	-9.9259E-4	0.00282	0.001	0.00168
SC2_29841678	0.00531	0.0013	-6.8482E-5	-3.7593E-3	7.8645E-4
SC2_29841681	0.00127	1.9827E-4	-7.8301E-4	1.145E-4	-8.5803E-3
SC2_29841686	0.00455	5.313E-4	-4.5842E-4	-1.978E-3	0.00177
SC2_29843835	0.00846	0.00274	3.6211E-4	-1.0483E-2	6.7548E-4
SC2_29846761	0.00764	0.00201	-2.1787E-3	-5.0449E-3	0.00169
SC2_29846783	0.00764	0.00201	-2.1787E-3	-5.0449E-3	0.00169
SC2_29846812	0.00764	0.00201	-2.1787E-3	-5.0449E-3	0.00169
SC2_29869127	0.00785	0.00202	-2.1533E-3	-6.769E-3	-1.0401E-3
SC2_29869155	4.8959E-4	-3.0615E-3	-1.3473E-3	-7.7544E-4	0.00304
SC2_29874987	0.00789	0.00136	0.00167	-4.1533E-3	0.00276
SC2_29881719	0.00795	0.00192	-4.5268E-4	-7.9277E-3	5.6626E-4
SC2_29881735	0.00713	0.00186	-5.2505E-4	-7.1539E-3	9.4483E-4
SC2_29881743	0.00713	0.00186	-5.2505E-4	-7.1539E-3	9.4483E-4
SC2_29881758	0.00795	0.00192	-4.5268E-4	-7.9277E-3	5.6626E-4
SC2_29888080	0.00336	-9.0213E-3	-1.9232E-4	9.0263E-4	-1.7949E-4
SC2_29888127	0.00336	-9.0213E-3	-1.9232E-4	9.0263E-4	-1.7949E-4
SC2_29888186	0.00366	-5.7552E-3	0.00124	-2.658E-3	-5.3243E-3
SC2_29914799	0.00714	0.00249	-3.5937E-4	-8.003E-3	-7.8167E-4
SC2_29918406	0.00468	0.00295	4.8955E-4	-3.8548E-3	-1.83E-3
SC2_29918543	0.00698	0.00442	0.00143	-1.1002E-2	1.055E-4
SC2_29918544	0.00698	0.00442	0.00143	-1.1002E-2	1.055E-4
SC2_29918932	0.01022	-3.497E-3	-2.553E-3	-1.019E-2	6.1409E-4
SC2_29957770	0.0068	0.0051	3.3719E-4	-8.905E-3	6.8694E-4
SC2_29972390	0.00333	-6.1541E-3	-3.258E-3	0.00327	-2.0131E-3
SC2_29986393	0.00326	-9.8344E-3	-4.22E-3	0.00601	-2.026E-3
SC2_29986398	0.00326	-9.8344E-3	-4.22E-3	0.00601	-2.026E-3
SC2_29986513	0.00399	0.00379	-2.7493E-4	-4.9524E-3	1.725E-4
SC2_29987026	0.00698	0.00478	5.6656E-4	-8.9946E-3	0.0013
SC2_29987061	0.00494	0.0036	1.6421E-4	-5.2032E-3	-1.6578E-3
SC2_30004397	0.00443	0.00468	6.5211E-4	-5.6765E-3	-1.7064E-3
SC2_30004402	0.00464	0.00469	8.1147E-4	-6.3509E-3	-1.9191E-3
SC2_30004423	0.00705	0.00712	0.00202	-6.0643E-3	-8.1214E-4
SC2_30016715	-1.5328E-3	2.0066E-4	-3.1166E-3	0.00219	-7.0429E-3
SC2_30020191	0.00534	0.00341	0.00128	-9.4164E-3	-1.0583E-3
SC2_30020197	0.00676	0.00498	0.00236	-1.0899E-2	-2.0053E-4
SC2_30020217	0.00534	0.00341	0.00128	-9.4164E-3	-1.0583E-3
SC2_30020231	0.00464	0.00329	0.001	-8.0156E-3	-5.9351E-4
SC2_30021089	0.00874	0.00505	-4.7196E-4	-7.9607E-3	0.00392
SC2_30021104	0.00484	0.00291	-6.9992E-4	-7.0851E-3	-3.267E-4
SC2_30039127	0.00536	0.00365	0.00164	-7.9431E-3	-2.5319E-3
SC2_30098713	0.00592	0.00386	4.2515E-4	-1.0928E-2	0.0011
SC2_30098748	0.00869	0.00439	9.2233E-4	-1.2607E-2	0.00375
SC2_30098750	0.00869	0.00439	9.2233E-4	-1.2607E-2	0.00375
SC2_30098769	0.00869	0.00439	9.2233E-4	-1.2607E-2	0.00375
SC2_30111326	0.00539	0.00288	1.0596E-4	-7.0966E-3	-2.2817E-3
SC2_30111338	0.00539	0.00288	1.0596E-4	-7.0966E-3	-2.2817E-3
SC2_30111460	0.00516	0.00328	-5.1135E-4	-5.3676E-3	-1.5094E-3
SC2_30111462	0.00624	0.00458	3.8933E-4	-7.0705E-3	-3.2064E-4
SC2_30111515	0.00624	0.00458	3.8933E-4	-7.0705E-3	-3.2064E-4
SC2_30152341	0.00705	0.00427	8.3697E-4	-1.15E-2	0.00132
SC2_30152376	0.00522	0.00424	-2.5177E-4	-5.1285E-3	-6.7989E-4
SC2_30169832	0.00534	0.00336	0.00117	-4.6188E-3	-3.0207E-4
SC2_30169855	0.00535	0.00316	6.2259E-4	-6.0218E-3	-4.2405E-4
SC2_30169903	0.00545	0.00426	1.8162E-4	-7.0473E-3	0.0014
SC2_30169926	0.00522	0.00393	5.1664E-4	-7.382E-3	-1.4096E-3
SC2_30175505	0.00532	0.00391	1.3981E-4	-6.1027E-3	-1.0706E-3
SC2_30175506	0.00532	0.00391	1.3981E-4	-6.1027E-3	-1.0706E-3
SC2_30175507	0.00532	0.00391	1.3981E-4	-6.1027E-3	-1.0706E-3
SC2_30204810	0.00503	0.00303	1.9065E-4	-1.218E-2	0.00301
SC2_30204861	0.00449	0.00353	1.4679E-4	-1.2738E-2	0.00267
SC2_30225233	0.00748	0.00469	-2.2214E-4	-8.3556E-3	5.7093E-4
SC2_30233602	0.00571	0.00407	5.9569E-4	-7.7869E-3	-5.427E-4
SC2_30233614	0.00691	0.00319	0.00105	-8.6655E-3	-5.5652E-4
SC2_30233633	0.00612	0.00409	8.8866E-4	-9.1648E-3	-9.9299E-4
SC2_30266513	0.00273	-4.2728E-3	0.00131	-2.1519E-4	2.4362E-4
SC2_30266514	-1.1231E-3	0.00293	0.00433	0.00107	0.00334
SC2_30266521	-1.8027E-3	0.00267	0.00426	0.00381	0.00287
SC2_30266543	0.00273	-4.2728E-3	0.00131	-2.1519E-4	2.4362E-4
SC2_30284753	0.00501	0.00266	1.6307E-4	-5.2972E-3	7.6261E-4
SC2_30301532	0.0034	0.00367	-2.0746E-3	-3.0599E-3	0.00387
SC2_30308710	-1.3632E-3	-4.188E-4	-2.4E-3	-1.6654E-3	-6.1576E-5
SC2_30341148	0.005	0.00299	3.0449E-4	-5.2297E-3	-2.21E-3
SC2_30349178	0.00376	0.00262	-6.036E-4	-7.4149E-3	-2.6578E-4
SC2_30349190	0.00376	0.00262	-6.036E-4	-7.4149E-3	-2.6578E-4
SC2_30349305	0.00426	0.0036	2.6848E-4	-6.8645E-3	-2.119E-3
SC2_30349324	0.00426	0.0036	2.6848E-4	-6.8645E-3	-2.119E-3
SC2_30349327	0.00797	0.00532	0.00109	-1.0343E-2	0.00225
SC2_30349351	0.00678	0.0056	0.00102	-1.0959E-2	0.00188
SC2_30349372	0.00663	0.00486	-4.0513E-4	-9.7199E-3	0.00185
SC2_30349414	0.00519	0.00371	-8.822E-4	-7.5123E-3	-4.5159E-4
SC2_30349476	0.00691	0.00547	6.355E-4	-9.2005E-3	0.00165
SC2_30349486	0.0049	0.00379	-4.7917E-5	-7.1724E-3	-1.113E-3
SC2_30349517	0.00716	0.00537	7.7185E-4	-8.9233E-3	0.00166
SC2_30349531	0.00691	0.00547	6.355E-4	-9.2005E-3	0.00165
SC2_30370189	0.01249	0.00799	-4.2173E-3	0.00398	0.0095
SC2_30370194	0.01249	0.00799	-4.2173E-3	0.00398	0.0095
SC2_30430326	0.00278	0.00473	-1.9581E-3	-2.3655E-3	-3.7109E-3
SC2_30430347	0.00278	0.00473	-1.9581E-3	-2.3655E-3	-3.7109E-3
SC2_30430350	0.00278	0.00473	-1.9581E-3	-2.3655E-3	-3.7109E-3
SC2_30434793	0.00642	0.0044	9.7273E-4	-3.5638E-3	3.157E-4
SC2_30434796	0.00456	-6.0989E-3	-8.3379E-3	-7.3228E-3	2.905E-4
SC2_30434814	-1.9659E-3	-8.9315E-3	-1.0793E-2	-1.0526E-3	-4.9138E-4
SC2_30467471	0.00631	0.00467	9.4539E-4	-1.0356E-2	-6.0116E-4
SC2_30467607	0.00592	0.00427	1.3014E-4	-1.0083E-2	0.00193
SC2_30483486	0.00166	-2.9727E-3	-1.7155E-3	-1.4108E-3	0.00111
SC2_30483513	0.00166	-2.9727E-3	-1.7155E-3	-1.4108E-3	0.00111
SC2_30484332	0.00689	-2.4053E-3	0.00312	-6.9737E-3	0.00474
SC2_30484432	8.3874E-4	-5.3892E-4	-3.7686E-3	-1.9272E-3	0.0037
SC2_30503600	0.00534	0.00253	0.00178	-5.8934E-3	0.00203
SC2_30506812	0.00523	0.00419	0.00232	-8.2093E-3	-7.0527E-4
SC2_30506848	0.007	0.00457	0.00247	-8.6748E-3	3.6203E-4
SC2_30506850	0.00523	0.00419	0.00232	-8.2093E-3	-7.0527E-4
SC2_30506859	0.00523	0.00419	0.00232	-8.2093E-3	-7.0527E-4
SC2_30507327	0.00677	0.00558	-2.4265E-4	-1.0869E-2	0.00205
SC2_30507351	0.00677	0.00558	-2.4265E-4	-1.0869E-2	0.00205
